pair,count,freq
еш,67,0.022921655833048237
еы,49,0.016763599042080055
шя,47,0.016079370509750255
ск,47,0.016079370509750255
до,46,0.01573725624358536
зо,45,0.015395141977420458
бж,35,0.011973999315771467
нш,35,0.011973999315771467
жу,34,0.011631885049606569
йк,33,0.01128977078344167
юп,33,0.01128977078344167
щж,32,0.01094765651727677
жш,32,0.01094765651727677
щк,31,0.010605542251111872
по,29,0.009921313718782073
мо,27,0.009237085186452275
шй,26,0.008894970920287376
му,25,0.008552856654122478
но,25,0.008552856654122478
юш,25,0.008552856654122478
тц,24,0.008210742387957578
иы,24,0.008210742387957578
кз,24,0.008210742387957578
оц,23,0.00786862812179268
бч,23,0.00786862812179268
вж,22,0.00752651385562778
яо,22,0.00752651385562778
жз,22,0.00752651385562778
тз,21,0.007184399589462881
ай,21,0.007184399589462881
ез,21,0.007184399589462881
мя,21,0.007184399589462881
лв,21,0.007184399589462881
ьо,20,0.006842285323297981
ан,20,0.006842285323297981
уя,19,0.006500171057133082
рэ,19,0.006500171057133082
вд,19,0.006500171057133082
хя,19,0.006500171057133082
рй,19,0.006500171057133082
лц,19,0.006500171057133082
юд,18,0.006158056790968184
йш,18,0.006158056790968184
вк,18,0.006158056790968184
ря,17,0.005815942524803284
фо,17,0.005815942524803284
щч,17,0.005815942524803284
ип,16,0.005473828258638385
уу,16,0.005473828258638385
ао,16,0.005473828258638385
рф,16,0.005473828258638385
эж,16,0.005473828258638385
со,16,0.005473828258638385
щп,15,0.005131713992473486
чф,15,0.005131713992473486
эы,15,0.005131713992473486
сш,15,0.005131713992473486
хз,15,0.005131713992473486
рз,14,0.004789599726308587
бз,14,0.004789599726308587
жд,14,0.004789599726308587
мы,14,0.004789599726308587
нз,14,0.004789599726308587
лы,14,0.004789599726308587
йс,13,0.004447485460143688
ый,13,0.004447485460143688
зб,13,0.004447485460143688
мз,13,0.004447485460143688
лз,13,0.004447485460143688
дб,13,0.004447485460143688
бя,13,0.004447485460143688
хп,13,0.004447485460143688
пм,13,0.004447485460143688
ек,13,0.004447485460143688
фш,12,0.004105371193978789
цп,12,0.004105371193978789
дв,12,0.004105371193978789
ьм,12,0.004105371193978789
шс,12,0.004105371193978789
яз,12,0.004105371193978789
лж,12,0.004105371193978789
ся,11,0.00376325692781389
гя,11,0.00376325692781389
пз,11,0.00376325692781389
гф,10,0.0034211426616489907
сй,10,0.0034211426616489907
ыя,10,0.0034211426616489907
чм,10,0.0034211426616489907
оп,10,0.0034211426616489907
аз,10,0.0034211426616489907
йэ,9,0.003079028395484092
що,9,0.003079028395484092
ра,9,0.003079028395484092
кц,9,0.003079028395484092
эз,9,0.003079028395484092
ях,9,0.003079028395484092
сж,9,0.003079028395484092
сч,9,0.003079028395484092
кы,9,0.003079028395484092
аб,9,0.003079028395484092
ал,9,0.003079028395484092
дж,9,0.003079028395484092
зх,9,0.003079028395484092
кк,8,0.0027369141293191925
ны,8,0.0027369141293191925
сщ,8,0.0027369141293191925
ыо,8,0.0027369141293191925
кж,8,0.0027369141293191925
во,8,0.0027369141293191925
хл,8,0.0027369141293191925
яд,8,0.0027369141293191925
ел,8,0.0027369141293191925
мк,8,0.0027369141293191925
ля,8,0.0027369141293191925
юн,8,0.0027369141293191925
тл,8,0.0027369141293191925
ты,8,0.0027369141293191925
зп,8,0.0027369141293191925
ду,7,0.0023947998631542937
ил,7,0.0023947998631542937
са,7,0.0023947998631542937
ям,7,0.0023947998631542937
щя,7,0.0023947998631542937
чб,7,0.0023947998631542937
кб,7,0.0023947998631542937
цы,7,0.0023947998631542937
яя,7,0.0023947998631542937
ыж,7,0.0023947998631542937
чз,7,0.0023947998631542937
жя,7,0.0023947998631542937
щз,7,0.0023947998631542937
юз,6,0.0020526855969893944
ощ,6,0.0020526855969893944
ко,6,0.0020526855969893944
щы,6,0.0020526855969893944
зу,6,0.0020526855969893944
ык,6,0.0020526855969893944
уж,6,0.0020526855969893944
цд,6,0.0020526855969893944
юу,6,0.0020526855969893944
дя,6,0.0020526855969893944
уф,6,0.0020526855969893944
шф,6,0.0020526855969893944
пы,6,0.0020526855969893944
ио,6,0.0020526855969893944
нэ,6,0.0020526855969893944
пу,6,0.0020526855969893944
юа,6,0.0020526855969893944
аж,6,0.0020526855969893944
цж,6,0.0020526855969893944
бэ,5,0.0017105713308244953
дц,5,0.0017105713308244953
ми,5,0.0017105713308244953
ох,5,0.0017105713308244953
ер,5,0.0017105713308244953
ыв,5,0.0017105713308244953
яб,5,0.0017105713308244953
еф,5,0.0017105713308244953
шк,5,0.0017105713308244953
нр,5,0.0017105713308244953
сз,5,0.0017105713308244953
цш,5,0.0017105713308244953
тж,5,0.0017105713308244953
ця,5,0.0017105713308244953
гц,5,0.0017105713308244953
вб,5,0.0017105713308244953
хы,5,0.0017105713308244953
да,5,0.0017105713308244953
фу,5,0.0017105713308244953
пп,5,0.0017105713308244953
щу,5,0.0017105713308244953
шз,5,0.0017105713308244953
би,5,0.0017105713308244953
ив,5,0.0017105713308244953
гш,5,0.0017105713308244953
цк,4,0.0013684570646595963
мд,4,0.0013684570646595963
чо,4,0.0013684570646595963
зы,4,0.0013684570646595963
йы,4,0.0013684570646595963
ыц,4,0.0013684570646595963
гл,4,0.0013684570646595963
то,4,0.0013684570646595963
го,4,0.0013684570646595963
чч,4,0.0013684570646595963
мг,4,0.0013684570646595963
тф,4,0.0013684570646595963
кш,4,0.0013684570646595963
оз,4,0.0013684570646595963
фя,4,0.0013684570646595963
рд,4,0.0013684570646595963
чы,4,0.0013684570646595963
ок,4,0.0013684570646595963
лк,4,0.0013684570646595963
бл,4,0.0013684570646595963
ву,4,0.0013684570646595963
ыи,4,0.0013684570646595963
ыл,4,0.0013684570646595963
нщ,4,0.0013684570646595963
ды,4,0.0013684570646595963
ще,4,0.0013684570646595963
ед,4,0.0013684570646595963
ып,4,0.0013684570646595963
иф,4,0.0013684570646595963
бк,4,0.0013684570646595963
уз,4,0.0013684570646595963
юя,4,0.0013684570646595963
ьф,4,0.0013684570646595963
йч,4,0.0013684570646595963
юэ,3,0.0010263427984946972
лф,3,0.0010263427984946972
мэ,3,0.0010263427984946972
от,3,0.0010263427984946972
юй,3,0.0010263427984946972
шц,3,0.0010263427984946972
рб,3,0.0010263427984946972
цч,3,0.0010263427984946972
фы,3,0.0010263427984946972
йх,3,0.0010263427984946972
оч,3,0.0010263427984946972
пж,3,0.0010263427984946972
яы,3,0.0010263427984946972
щр,3,0.0010263427984946972
нн,3,0.0010263427984946972
еь,3,0.0010263427984946972
йй,3,0.0010263427984946972
им,3,0.0010263427984946972
чя,3,0.0010263427984946972
хо,3,0.0010263427984946972
гд,3,0.0010263427984946972
ьг,3,0.0010263427984946972
ба,3,0.0010263427984946972
хф,3,0.0010263427984946972
эп,3,0.0010263427984946972
сс,3,0.0010263427984946972
ьп,3,0.0010263427984946972
эй,3,0.0010263427984946972
мш,3,0.0010263427984946972
уы,3,0.0010263427984946972
ая,3,0.0010263427984946972
пд,3,0.0010263427984946972
йф,3,0.0010263427984946972
дч,3,0.0010263427984946972
вх,3,0.0010263427984946972
вч,3,0.0010263427984946972
сы,3,0.0010263427984946972
уц,3,0.0010263427984946972
зв,3,0.0010263427984946972
пт,3,0.0010263427984946972
еч,3,0.0010263427984946972
кс,3,0.0010263427984946972
вл,3,0.0010263427984946972
ын,3,0.0010263427984946972
ьш,3,0.0010263427984946972
рл,3,0.0010263427984946972
дп,2,0.0006842285323297981
фб,2,0.0006842285323297981
жб,2,0.0006842285323297981
чш,2,0.0006842285323297981
эо,2,0.0006842285323297981
ые,2,0.0006842285323297981
нц,2,0.0006842285323297981
оя,2,0.0006842285323297981
ро,2,0.0006842285323297981
лт,2,0.0006842285323297981
жр,2,0.0006842285323297981
пк,2,0.0006842285323297981
вз,2,0.0006842285323297981
гж,2,0.0006842285323297981
аш,2,0.0006842285323297981
рм,2,0.0006842285323297981
чй,2,0.0006842285323297981
йб,2,0.0006842285323297981
шо,2,0.0006842285323297981
яь,2,0.0006842285323297981
нх,2,0.0006842285323297981
зя,2,0.0006842285323297981
нф,2,0.0006842285323297981
эе,2,0.0006842285323297981
жж,2,0.0006842285323297981
сэ,2,0.0006842285323297981
гп,2,0.0006842285323297981
эб,2,0.0006842285323297981
не,2,0.0006842285323297981
ад,2,0.0006842285323297981
рр,2,0.0006842285323297981
щл,2,0.0006842285323297981
бц,2,0.0006842285323297981
фс,2,0.0006842285323297981
вы,2,0.0006842285323297981
чк,2,0.0006842285323297981
нд,2,0.0006842285323297981
эм,2,0.0006842285323297981
фи,2,0.0006842285323297981
юк,2,0.0006842285323297981
вф,2,0.0006842285323297981
бп,2,0.0006842285323297981
ит,2,0.0006842285323297981
иб,2,0.0006842285323297981
як,2,0.0006842285323297981
жц,2,0.0006842285323297981
ам,2,0.0006842285323297981
фф,2,0.0006842285323297981
жэ,2,0.0006842285323297981
пн,2,0.0006842285323297981
жк,2,0.0006842285323297981
мр,2,0.0006842285323297981
пф,2,0.0006842285323297981
шж,2,0.0006842285323297981
лб,2,0.0006842285323297981
бф,2,0.0006842285323297981
ея,2,0.0006842285323297981
жй,2,0.0006842285323297981
ня,1,0.00034211426616489907
кд,1,0.00034211426616489907
вэ,1,0.00034211426616489907
вщ,1,0.00034211426616489907
ьэ,1,0.00034211426616489907
ти,1,0.00034211426616489907
фм,1,0.00034211426616489907
эд,1,0.00034211426616489907
пл,1,0.00034211426616489907
бй,1,0.00034211426616489907
кт,1,0.00034211426616489907
оэ,1,0.00034211426616489907
тя,1,0.00034211426616489907
гй,1,0.00034211426616489907
ха,1,0.00034211426616489907
рш,1,0.00034211426616489907
йж,1,0.00034211426616489907
фз,1,0.00034211426616489907
фх,1,0.00034211426616489907
тк,1,0.00034211426616489907
зе,1,0.00034211426616489907
йа,1,0.00034211426616489907
сл,1,0.00034211426616489907
эи,1,0.00034211426616489907
ап,1,0.00034211426616489907
зч,1,0.00034211426616489907
ло,1,0.00034211426616489907
юж,1,0.00034211426616489907
на,1,0.00034211426616489907
фщ,1,0.00034211426616489907
ыд,1,0.00034211426616489907
юм,1,0.00034211426616489907
цз,1,0.00034211426616489907
чх,1,0.00034211426616489907
ур,1,0.00034211426616489907
лп,1,0.00034211426616489907
жх,1,0.00034211426616489907
од,1,0.00034211426616489907
ць,1,0.00034211426616489907
юы,1,0.00034211426616489907
ла,1,0.00034211426616489907
ьц,1,0.00034211426616489907
хм,1,0.00034211426616489907
пэ,1,0.00034211426616489907
вг,1,0.00034211426616489907
ьз,1,0.00034211426616489907
хе,1,0.00034211426616489907
ым,1,0.00034211426616489907
уд,1,0.00034211426616489907
йя,1,0.00034211426616489907
шэ,1,0.00034211426616489907
ни,1,0.00034211426616489907
цй,1,0.00034211426616489907
иа,1,0.00034211426616489907
дш,1,0.00034211426616489907
цо,1,0.00034211426616489907
ул,1,0.00034211426616489907
юг,1,0.00034211426616489907
зю,1,0.00034211426616489907
пш,1,0.00034211426616489907
ху,1,0.00034211426616489907
йу,1,0.00034211426616489907
зж,1,0.00034211426616489907
цф,1,0.00034211426616489907
бь,1,0.00034211426616489907
яж,1,0.00034211426616489907
лл,1,0.00034211426616489907
лэ,1,0.00034211426616489907
зд,1,0.00034211426616489907
фр,1,0.00034211426616489907
мв,1,0.00034211426616489907
кч,1,0.00034211426616489907
ов,1,0.00034211426616489907
хь,1,0.00034211426616489907
эя,1,0.00034211426616489907
кщ,1,0.00034211426616489907
нй,1,0.00034211426616489907
бг,1,0.00034211426616489907
тг,1,0.00034211426616489907
ош,1,0.00034211426616489907
рк,1,0.00034211426616489907
шп,1,0.00034211426616489907
чи,1,0.00034211426616489907
яш,1,0.00034211426616489907
дз,1,0.00034211426616489907
ее,1,0.00034211426616489907
шв,1,0.00034211426616489907
ыф,1,0.00034211426616489907
хй,1,0.00034211426616489907
лч,1,0.00034211426616489907
шб,1,0.00034211426616489907
ьы,1,0.00034211426616489907
же,1,0.00034211426616489907
щт,1,0.00034211426616489907
оы,1,0.00034211426616489907
гр,1,0.00034211426616489907
ьл,1,0.00034211426616489907
лд,1,0.00034211426616489907
ср,1,0.00034211426616489907
ьи,1,0.00034211426616489907
ьа,1,0.00034211426616489907
зэ,1,0.00034211426616489907
гн,1,0.00034211426616489907
бт,1,0.00034211426616489907
гщ,1,0.00034211426616489907
уп,1,0.00034211426616489907
дь,1,0.00034211426616489907
пб,1,0.00034211426616489907
ид,1,0.00034211426616489907
бм,1,0.00034211426616489907
кя,1,0.00034211426616489907
фл,1,0.00034211426616489907
чж,1,0.00034211426616489907
ке,1,0.00034211426616489907
су,1,0.00034211426616489907
эф,1,0.00034211426616489907
кю,1,0.00034211426616489907
ру,1,0.00034211426616489907
хк,1,0.00034211426616489907
эу,1,0.00034211426616489907
юр,1,0.00034211426616489907
зз,1,0.00034211426616489907
яп,1,0.00034211426616489907
йв,1,0.00034211426616489907
шх,1,0.00034211426616489907
шь,1,0.00034211426616489907
кх,1,0.00034211426616489907
ег,1,0.00034211426616489907
аы,1,0.00034211426616489907
ши,1,0.00034211426616489907
ет,1,0.00034211426616489907
ия,1,0.00034211426616489907
ак,1,0.00034211426616489907
